DATE,y1,log_sp500,log_rgdp,log_pgdp,unemp,EBP,shock_Hybrid_meeting_sum,shock_AD_meeting_sum,shock_Wu_meeting_sum,shock_Kr_meeting_sum
2017-02-01,0.82,7.731733355543194,9.797139952804102,4.5016602496846,4.6,-0.1800665408554924,0.0,0.0,-0.0569432163139789,0.0539642036092701
2017-03-01,1.01,7.781539248327767,9.79888083933017,4.502545854017458,4.4,-0.1679064757734776,0.0,0.0,0.1270044178797346,0.0050789633582213
2017-04-01,1.04,7.76592528906418,9.800618700436491,4.503430674751446,4.4,-0.1159623525729298,0.0,0.0,0.0,0.0
2017-05-01,1.12,7.7783496885785794,9.803413007077861,4.505273187086067,4.4,-0.163164654355622,0.0,0.0,0.0761964366698879,0.0597930855816873
2017-06-01,1.2,7.795671251667028,9.806199527322153,4.507112310809336,4.3,-0.1215835275493633,0.0,0.0,-0.0538091556581166,-0.0645255186803675
2017-07-01,1.22,7.795239050031145,9.808978304442748,4.508948058366697,4.3,-0.1460865035870506,0.0,0.0,-0.0611567248131095,-0.0148841352305495
2017-08-01,1.23,7.81454102041636,9.813018288038801,4.511294161059902,4.4,-0.0763242336228255,0.0,0.0,0.0,0.0
2017-09-01,1.28,7.814621761394039,9.817042015818608,4.513634772434664,4.3,-0.2548439284762434,0.0,0.0,-0.0469537310602261,-0.0871095894231946
2017-10-01,1.4,7.835626741390234,9.821049618076211,4.51596991814025,4.2,-0.2113602842724542,0.0,0.0,0.0,0.0
2017-11-01,1.56,7.855296626610846,9.824288965277656,4.518334409955347,4.2,-0.1284815337461626,0.0,0.0,0.079913161787552,0.0840637686891079
2017-12-01,1.7,7.879374740889688,9.827517852981636,4.520693324135216,4.1,-0.1931233019445555,0.0,0.0,0.050255707936565,0.0495945927222538
2018-01-01,1.8,7.899454016657101,9.830736348515961,4.523046686930382,4.0,-0.3977357745773336,0.0,0.0,0.0356821542846052,0.0566051523762786
2018-02-01,1.96,7.9451940381282045,9.832380275909461,4.525564479318619,4.1,-0.2430395214886134,0.0,0.0,0.0,0.0
2018-03-01,2.06,7.892702263240056,9.834021505240498,4.528075948341523,4.0,-0.1023595422388603,0.0,0.0,0.0718513489631241,-0.0587639840576737
2018-04-01,2.15,7.8562730494104365,9.835660045350844,4.530581125690691,4.0,-0.2824935135473845,0.0,0.0,0.0,0.0
2018-05-01,2.27,7.884124619728904,9.837857585874652,4.532119760228962,3.8,-0.1944577588516722,0.0,0.0,0.0167369989995741,0.1134922445051838
2018-06-01,2.33,7.913747808316876,9.840050307801231,4.53365603100483,4.0,0.0273844813876944,0.0,0.0,0.0401620435258433,-0.114788420759526
2018-07-01,2.39,7.9108510189199865,9.842238232216056,4.535189945275071,3.8,-0.125622804670737,0.0,0.0,0.0,0.0
2018-08-01,2.45,7.9421348155827705,9.842736379191566,4.53685453684478,3.8,-0.0948176108240843,0.0,0.0,0.0076523241436111,0.1525857247809654
2018-09-01,2.56,7.971334331378285,9.843234278140216,4.538516362155941,3.7,-0.1758858755684735,0.0,0.0,0.1541163470091569,-0.0597836521854316
2018-10-01,2.65,7.980909608990609,9.843731929308868,4.540175430379924,3.8,0.0022977490454632,0.0,0.0,0.0,0.0
2018-11-01,2.7,7.915848269456823,9.846281995646587,4.541304485563149,3.8,0.1473636840871992,0.0,0.0,0.053419318952296,0.0090618079674931
2018-12-01,2.66,7.93392952444,9.848825575682971,4.542432267420305,3.9,0.3477961221247847,0.0,0.0,0.0086127889262299,0.0035894855669431
2019-01-01,2.58,7.828049995799285,9.851362702331194,4.543558778814727,4.0,0.1861017175531805,0.0,0.0,0.0021525423915275,-0.031071497077394
2019-02-01,2.55,7.903422661316808,9.854098513005113,4.545378139060996,3.8,0.0763909081220612,0.0,0.0,0.0,0.0
2019-03-01,2.49,7.938691664650907,9.856826859435104,4.54719419524562,3.8,-0.1131029905545255,0.0,0.0,0.0076813301244338,0.0258164630202001
2019-04-01,2.42,7.961087714473676,9.85954778224048,4.549006959351035,3.7,0.0058595020253608,0.0,0.0,0.0,0.0
2019-05-01,2.34,7.980615470504274,9.863696378913234,4.550126663417414,3.6,-0.0082574240652457,0.0,0.0,-0.0122196213971989,-0.1294399403658969
2019-06-01,2.0,7.917335951715083,9.86782783581316,4.5512451151490945,3.6,0.0187945225489167,0.0,0.0,-0.1373698996026643,-0.1083159675483648
2019-07-01,1.96,7.994406342563829,9.87194229398241,4.552362317342688,3.7,-0.0354295616963891,0.0,0.0,-0.1112976576223509,-0.2074755858665671
2019-08-01,1.77,7.9907665213974886,9.874373688485043,4.553584520719671,3.6,-0.1490951803537459,0.0,0.0,0.0,0.0
2019-09-01,1.8,7.97462575791409,9.87679918564432,4.554805232143135,3.5,-0.2270842381144016,0.0,0.0,-0.1410643041104223,-0.1074847294085101
2019-10-01,1.61,7.986249890731146,9.879218813999023,4.556024455238938,3.6,-0.2220706254716318,0.0,0.0,-0.0717168208414459,-0.052982151902239
2019-11-01,1.57,8.028425790353861,9.879218813999023,4.556024455238907,3.6,-0.1665301078553016,0.0,0.0,0.0,0.0
2019-12-01,1.55,8.043621642147077,9.879218813999023,4.556024455238907,3.6,-0.2778552179488873,0.0,0.0,0.0003920526472409,0.0068081827198483
